Player,Banker,Result
"K♣️, 5♣️, 3♣️","J♣️, 2♥️, K♦️",P
"6♣️, J♣️","10♠️, 2♣️, Q♠️",P
"10♣️, A♥️, 3♠️","Q♦️, A♥️, J♠️",P
"Q♣️, 9♦️","Q♥️, 2♠️",P
"4♥️, 9♥️, J♦️","5♦️, 9♠️",B
"6♣️, 7♣️","A♦️, 7♠️",B
"5♦️, 4♥️","3♦️, K♥️",P
"K♦️, 8♣️","7♦️, 7♦️",P
"9♠️, 2♠️","8♥️, Q♥️",B
"9♥️, K♣️","10♣️, 7♠️",P
"4♠️, 8♦️, J♠️","7♠️, 10♠️",B
"2♥️, 6♦️","10♦️, 3♠️",P
"10♦️, 4♠️","A♠️, 8♣️",B
"2♣️, 7♦️","A♠️, 7♣️",T
"10♠️, A♠️, 9♠️","10♥️, 10♥️, K♥️",T
"6♠️, 7♣️","Q♦️, 9♦️",B
"5♦️, 8♣️, 3♥️","Q♥️, J♦️, 9♥️",B
"3♠️, K♠️, J♥️","3♠️, Q♠️, K♠️",T
"2♦️, 7♠️","2♥️, 9♠️",P
"5♣️, 8♠️, A♥️","9♦️, 7♦️",B
"5♥️, Q♦️, K♠️","A♥️, 6♥️",B
"9♦️, 5♣️, 8♦️","5♣️, J♥️",B
"J♣️, A♦️, 4♥️","5♠️, 10♠️, 10♣️",T
"J♦️, 6♣️","6♣️, 9♦️, K♦️",P
"Q♦️, Q♥️","2♦️, 7♦️",B
"9♣️, 3♠️, 6♥️","K♣️, 2♦️, 6♥️",T
"5♦️, 9♣️","7♠️, 2♦️",B
"5♣️, Q♠️, J♣️","9♦️, 4♥️, 10♣️",P
"6♣️, 8♥️, 8♣️","2♦️, 5♣️",B
"K♣️, 9♥️","J♠️, 4♦️",P
"10♥️, 3♥️, 8♠️","7♣️, 8♥️",B
"8♥️, 3♥️, 9♣️","K♦️, Q♥️, J♦️",T
"A♦️, 4♣️, J♦️","J♥️, J♠️, 4♥️",P
"A♥️, 8♦️","2♣️, Q♥️",P
"6♣️, 8♥️, K♣️","4♣️, 8♥️, A♠️",P
"3♦️, Q♥️, J♠️","Q♥️, 10♣️, 8♠️",B
"4♥️, J♠️, K♣️","6♥️, J♦️",B
"K♦️, 5♠️, 7♦️","6♥️, 6♥️, Q♣️",T
"7♣️, A♥️","7♥️, 2♥️",T
"8♠️, 7♣️, 5♣️","9♣️, 2♦️, 6♥️",B
"10♦️, 5♣️","4♥️, 4♦️",B
"10♠️, K♠️, 3♣️","4♥️, 9♣️, 4♠️",B
"K♠️, 6♠️","8♥️, 2♥️, 9♥️",B
"5♠️, Q♣️, 6♠️","6♦️, 9♦️, 7♠️",B
"5♥️, K♣️, 7♣️","8♣️, 9♠️",B
"Q♥️, 7♣️","A♠️, 6♠️",T
"J♦️, 10♦️, 3♦️","3♣️, K♣️, 6♥️",B
"3♥️, 6♠️","3♠️, 3♠️",P
"J♠️, K♣️, 4♦️","8♦️, 9♦️",B
"8♥️, Q♥️","5♥️, 10♥️",P
"K♣️, 3♦️, 10♣️","Q♦️, K♠️, K♣️",P
"6♥️, 3♦️","10♥️, K♥️",P
"2♣️, 2♦️, 9♥️","Q♣️, J♦️, 3♦️",T
"6♦️, 3♠️","6♥️, 3♦️",T
"8♥️, 10♦️","6♥️, A♦️",P
"10♣️, 6♥️","9♣️, 2♥️, 9♣️",P
"3♠️, A♠️, 7♣️","A♣️, 6♦️",B
"5♠️, K♦️","9♦️, J♥️",B
"4♠️, K♥️, 10♥️","Q♥️, Q♣️, 3♠️",P
"Q♣️, Q♠️, J♥️","5♥️, Q♠️",B
"Q♦️, 3♠️, 9♠️","9♦️, 7♣️",B
"5♥️, J♥️","9♠️, K♦️",B
"9♣️, 4♦️, A♦️","K♥️, 6♦️",B
"K♥️, Q♥️, 4♠️","A♦️, 4♠️, 2♥️",B
"K♣️, 6♥️","Q♣️, K♣️, K♠️",P
"8♣️, A♠️","7♠️, 6♣️",P
"K♠️, Q♦️, 4♥️","10♣️, 10♣️, J♣️",P
"10♠️, 7♣️","3♣️, Q♦️, 9♥️",P
"A♠️, 6♦️","9♠️, 3♣️, 8♣️",P
"10♥️, Q♣️, 2♦️","J♠️, J♦️, 3♦️",B
"J♥️, 5♦️, 4♣️","9♦️, 5♠️, 4♥️",P
"10♠️, J♠️, K♠️","Q♥️, 7♠️",B
"4♣️, A♥️, 5♠️","7♥️, 8♠️, 7♠️",B
"J♥️, 2♣️, 5♣️","A♣️, 3♥️, 7♥️",P
"K♦️, 7♠️","K♠️, K♥️, 9♣️",B
"K♥️, A♠️, A♠️","9♠️, A♥️, 6♠️",B
"2♠️, Q♥️, 7♦️","3♣️, 2♦️, J♦️",P
"A♦️, 9♦️","Q♥️, 8♠️",B
"K♠️, 10♠️, 8♣️","8♥️, 4♣️, 4♦️",P
"5♣️, 10♣️, 4♥️","6♥️, 4♣️, K♥️",P
"3♣️, 3♣️","10♦️, 9♣️",B
"2♠️, 5♥️","A♦️, 10♦️, 8♦️",B
"6♠️, Q♦️","Q♠️, J♠️, K♣️",P
"A♠️, 8♣️","6♠️, K♦️",P
"6♣️, 4♣️, 8♦️","J♥️, Q♥️, J♠️",P
"9♥️, 10♦️","7♥️, 2♦️",T
"9♥️, J♦️","6♣️, K♦️",P
"A♣️, 10♦️, K♣️","9♥️, 7♠️",B
"6♦️, 5♠️, 2♣️","Q♣️, K♠️, 2♣️",P
"10♥️, 9♥️","3♦️, 9♠️",P
"6♦️, 6♦️, A♦️","3♦️, 8♠️, 6♠️",B
"K♦️, J♦️, 7♠️","5♥️, Q♠️, 6♥️",P
"3♣️, 4♣️","8♣️, Q♣️",B
"K♥️, 7♠️","6♠️, 2♠️",B
"10♥️, 4♦️, 9♣️","7♥️, 7♣️",B
"J♥️, A♥️","3♠️, 5♦️",B
"2♦️, Q♥️, 9♣️","Q♣️, 5♠️",B
"3♦️, 3♠️","10♠️, 7♣️",B
"9♠️, J♥️","7♠️, J♣️",P
"9♠️, K♥️","6♠️, 3♣️",T
"A♣️, A♣️, 10♣️","2♠️, 9♦️, 8♠️",B
"K♦️, J♦️, 8♥️","K♦️, 10♣️, 9♠️",B
"J♥️, 8♥️","9♦️, K♠️",T
"7♣️, 4♣️, 8♠️","2♠️, 9♣️, 5♦️",P
"A♥️, J♦️, 7♠️","5♥️, A♦️, 2♥️",T
"5♦️, J♣️, 8♠️","A♥️, K♣️, 9♥️",P
"7♦️, A♣️","Q♥️, 4♥️",P
"3♣️, 2♠️, 4♣️","10♥️, 4♠️, 8♣️",P
"2♥️, 2♠️, K♣️","Q♣️, A♦️, 7♠️",B
"8♥️, 6♦️, 7♠️","K♠️, 5♣️, 5♣️",P
"7♣️, Q♦️","A♠️, 9♠️, 9♦️",B
"3♠️, K♥️, 8♦️","J♥️, K♥️, A♠️",T
"4♥️, 8♦️, 5♠️","2♦️, 3♦️, A♣️",P
"4♣️, 9♦️, 7♣️","Q♠️, 7♠️",B
"3♦️, 2♠️, Q♦️","J♠️, 3♥️, Q♣️",P
"6♥️, 3♥️","Q♦️, 7♠️",P
"6♦️, A♠️","J♣️, 7♦️",T
"K♣️, 2♣️, 4♠️","6♦️, 8♠️, 2♦️",T
"2♠️, 10♣️","7♠️, 2♦️",B
"3♦️, Q♥️, 10♣️","5♠️, J♠️",B
"K♥️, 8♣️","10♥️, J♥️",P
"5♠️, 7♦️, 5♦️","2♠️, 5♠️",T
"9♦️, K♦️","7♥️, 2♥️",T
"9♠️, J♣️","4♠️, J♦️",P
"10♣️, 7♠️","8♠️, 9♦️",T
"7♦️, 8♥️","7♥️, 2♦️",B
"8♠️, 7♦️","4♠️, 5♦️",B
"6♠️, 4♣️, K♥️","4♦️, 3♣️",B
"Q♠️, Q♠️, Q♦️","10♥️, 3♥️, 8♥️",B
"K♠️, J♣️, 10♦️","5♥️, 10♦️",B
"K♦️, 8♣️","6♣️, 10♠️",P
"3♥️, A♣️, K♥️","7♥️, 9♣️",B
"2♠️, 9♠️, 7♦️","A♦️, 5♦️, 10♣️",P
"9♣️, 7♦️","4♣️, 6♥️, K♥️",P
"7♦️, 9♥️","8♣️, 10♦️",B
"6♥️, Q♦️","3♥️, 10♥️, J♥️",P
"10♦️, 3♣️","4♣️, 5♠️",B
"7♣️, 6♠️, 9♥️","7♦️, 3♣️, K♣️",P
"K♦️, 7♣️","Q♦️, 9♥️",B
"5♥️, Q♥️","2♠️, 6♠️",B
"9♣️, A♠️, 5♥️","6♣️, 5♠️, A♠️",P
"A♣️, 2♣️, 7♣️","2♦️, 4♥️, Q♠️",B
"4♣️, 9♠️, Q♦️","7♠️, 10♥️",B
"10♦️, 8♠️","K♦️, 2♠️",P
"8♦️, Q♥️","10♥️, A♥️",P
"K♥️, 2♠️, 2♦️","3♣️, 9♥️, K♦️",P
"2♠️, K♦️, 4♠️","9♦️, 5♠️, 10♥️",P
"J♠️, J♣️, K♥️","J♣️, K♠️, 6♠️",B
"9♦️, A♣️, 8♥️","7♣️, 4♥️, 4♥️",P
"6♠️, A♣️","10♣️, 2♣️, Q♥️",P
"5♠️, Q♦️, 5♥️","Q♥️, 10♥️, 4♦️",B
"5♥️, 4♠️","Q♣️, 5♥️",P
"7♥️, 4♠️, 3♥️","4♦️, 2♣️",B
"7♣️, 6♣️, 9♦️","7♦️, 4♦️, 9♣️",P
"2♣️, K♣️, A♠️","6♠️, Q♦️",B
"A♠️, 7♥️","6♣️, A♥️",P
"5♣️, 7♠️, 7♠️","5♦️, 9♣️, 4♠️",P
"K♦️, Q♣️, 2♦️","9♠️, 5♠️, 8♣️",T
"8♦️, Q♥️","5♣️, A♠️",P
"3♣️, Q♥️, K♥️","A♦️, Q♦️, K♠️",P
"Q♠️, A♠️","4♥️, 5♣️",B
"10♥️, K♠️, 7♠️","7♣️, 10♥️",T
"6♠️, K♦️","A♥️, 7♣️",B
"3♠️, 8♣️, 10♦️","10♥️, Q♠️, A♠️",T
"3♥️, A♠️, 4♣️","6♠️, Q♣️",P
"4♠️, 8♥️, 6♥️","7♦️, 5♠️, A♥️",P
"Q♥️, 4♠️, J♦️","Q♦️, 6♠️",B
"10♥️, 7♠️","2♣️, J♠️, K♥️",P
"Q♣️, 10♥️, K♦️","9♣️, 5♥️",B
"4♦️, 10♦️, 10♥️","4♦️, A♥️",B
"10♥️, 6♠️","K♣️, 10♣️, 8♠️",B
"5♠️, 6♥️, 7♣️","6♦️, Q♠️, 10♥️",P
"2♦️, K♥️, A♣️","3♠️, J♥️, 8♦️",P
"J♣️, 3♣️, 3♦️","J♥️, 5♥️, 2♥️",B
"7♠️, J♠️","5♠️, 4♣️",B
"8♠️, 4♠️","Q♥️, 8♣️",B
"6♣️, 6♠️, 6♦️","K♠️, 4♥️, 10♥️",P
"9♦️, 5♠️, 10♠️","9♥️, 3♣️, 6♠️",B
"10♥️, K♥️, A♥️","9♠️, 2♠️, J♥️",T
"8♦️, J♣️","A♠️, 10♥️",P
"5♣️, 3♠️","3♥️, 8♣️",P
"9♥️, 6♣️, 2♦️","2♠️, 4♣️",P
"8♠️, 2♣️","8♣️, J♠️",B
"10♦️, Q♣️, 2♣️","K♣️, A♣️, 5♥️",B
"A♥️, 8♦️","6♥️, 5♠️",P
"10♦️, A♥️, A♦️","4♥️, K♦️",B
"10♠️, 7♣️","8♣️, J♠️",B
"K♠️, Q♥️","10♣️, 8♥️",B
"J♦️, J♦️, 5♣️","A♣️, A♣️, 5♦️",B
"K♣️, 10♠️, 2♠️","6♦️, 8♦️, 10♥️",B
"10♣️, A♥️, Q♣️","4♥️, 8♠️, 4♣️",B
"J♦️, K♣️","3♥️, 6♥️",B
"3♠️, 10♣️, K♥️","J♦️, 7♥️",B
"Q♣️, 9♣️","6♦️, 9♣️",P
"8♦️, 10♣️","5♦️, 8♣️",P
"5♦️, 10♥️, 4♥️","J♦️, 6♥️",P
"9♣️, 4♦️","5♠️, 4♥️",B
"7♦️, K♥️","J♥️, 6♦️",P
"J♥️, 10♠️, 8♣️","4♠️, 10♥️",P
"J♣️, 7♠️","5♥️, J♦️, 3♠️",B
"J♣️, 2♣️, 4♦️","5♦️, 8♣️, 5♣️",B
"8♦️, 4♥️, A♥️","4♦️, 10♠️",B
"J♦️, 6♠️","A♠️, 10♦️, 7♦️",B
"3♣️, 9♠️","9♠️, K♠️",B
"K♣️, 5♣️, 10♠️","4♦️, 7♣️, 4♦️",T
"J♣️, Q♦️, 7♦️","5♦️, 7♦️, K♣️",P
"9♣️, 10♠️","Q♣️, Q♥️",P
"J♥️, 6♠️","K♠️, 8♠️",B
"10♣️, 7♦️","3♦️, 10♠️, 4♦️",T
"4♣️, 4♦️","2♣️, 8♦️",P
"4♠️, 4♦️","3♥️, K♥️",P
"7♦️, J♦️","J♣️, J♠️, 9♥️",B
"3♦️, 6♦️","4♣️, A♣️",P
"9♠️, K♣️","4♦️, 2♥️",P
"9♦️, 4♠️","10♥️, 8♠️",B
"3♠️, Q♣️, 3♥️","9♥️, A♦️, Q♦️",P
"4♥️, Q♠️, Q♦️","3♥️, 2♣️",B
"2♠️, 9♥️, 3♠️","6♠️, 4♥️, Q♠️",P
"10♠️, A♣️, 9♥️","7♣️, 5♠️, 6♥️",B
"9♥️, J♦️","K♠️, 6♠️",P
"K♦️, K♥️","2♦️, 7♦️",B
"A♥️, 5♣️","2♠️, 5♥️",B
"2♠️, 3♣️, 9♠️","K♠️, Q♥️, 2♣️",P
"8♠️, 7♥️, 10♠️","5♣️, 8♣️, 6♣️",B
"K♥️, 9♠️","3♦️, 4♦️",P
"7♣️, 7♣️, 5♠️","6♠️, Q♠️",P
"2♦️, J♠️","J♠️, 8♣️",B
"K♦️, Q♥️, J♦️","3♠️, 10♥️, 2♦️",B
"J♣️, J♣️, Q♣️","10♠️, 7♦️",B
"7♣️, 9♣️","6♦️, A♦️",B
"A♣️, 5♥️","9♠️, 4♦️, Q♠️",P
"Q♠️, 5♥️, K♦️","5♦️, A♥️",B
"2♣️, K♣️, 9♥️","9♥️, 6♥️",B
"9♠️, 2♣️, K♠️","5♠️, K♣️",B
"9♣️, 5♠️, J♥️","3♠️, 9♥️, 4♣️",B
"7♥️, 6♣️, 6♥️","7♣️, Q♣️",P
"Q♠️, 6♣️","Q♦️, Q♦️, J♠️",P
"K♠️, 4♠️, Q♠️","J♣️, A♣️, 2♥️",P
"A♦️, 6♥️","2♦️, 2♠️, J♥️",P
"4♦️, 10♣️, 7♠️","A♦️, K♠️, 5♦️",B
"9♦️, 7♣️","9♠️, K♦️",B
"A♠️, 5♠️","J♥️, 8♦️",B
"2♦️, 3♠️","9♠️, 10♣️",B
"3♥️, 8♣️, 8♦️","5♠️, K♠️",P
"2♥️, 7♠️","Q♦️, 7♦️",P
"J♥️, 8♦️","3♣️, 4♦️",P
"J♠️, 2♠️, 2♥️","A♠️, 5♥️",B
"5♣️, 2♥️","10♠️, 2♠️, Q♥️",P
"10♥️, K♠️, J♣️","5♦️, 8♦️, 4♦️",B
"5♠️, 9♥️","8♦️, K♦️",B
"3♦️, 8♠️, 10♦️","6♦️, 6♠️, 7♣️",B
"6♥️, 7♣️, 4♥️","10♣️, 4♠️, 7♦️",P
"4♠️, J♣️, 10♥️","K♦️, 4♣️",T
"3♦️, 3♥️","K♥️, 8♠️",B
"A♦️, 7♥️","2♣️, J♣️",P
"3♥️, 8♣️, 3♠️","10♥️, 7♣️",B
"8♥️, 7♥️, 2♥️","10♦️, A♠️, 3♣️",P
"8♦️, J♠️","10♦️, 3♣️",P
"9♥️, 4♣️, 5♥️","Q♦️, 10♥️, A♦️",P
"8♥️, 5♠️, 8♠️","J♥️, 4♦️",B
"J♦️, A♥️, K♠️","10♣️, 4♦️",B
"K♥️, 2♥️, 6♠️","6♦️, 10♠️, 5♣️",P
"5♥️, K♣️, 8♦️","9♦️, 8♠️",B
"9♠️, 3♣️, 10♣️","5♥️, 7♦️, 6♣️",B
"2♠️, 4♠️","K♣️, J♠️, Q♦️",P
"5♦️, 5♠️, A♠️","7♠️, 5♠️, 9♦️",T
"Q♦️, 4♠️","3♠️, 5♣️",B
"2♣️, 4♣️","Q♥️, A♦️, 9♣️",P
"8♥️, 4♠️, 3♠️","8♠️, 3♦️, 5♥️",B
"2♠️, J♦️, 8♥️","Q♥️, 6♥️",B
"10♥️, A♥️","7♣️, 2♠️",B
"2♦️, Q♣️, K♣️","A♦️, 2♣️, J♥️",B
"6♠️, Q♣️","10♦️, K♠️, 6♥️",T
"Q♦️, J♥️","J♥️, 8♦️",B
"Q♦️, 10♥️, 2♠️","Q♦️, 4♦️, Q♣️",B
"J♦️, 5♦️, 6♥️","6♦️, 7♦️, 4♣️",B
"5♠️, 6♣️, 10♣️","4♦️, A♣️",B
"6♥️, 9♦️, A♥️","Q♦️, A♣️, J♦️",P
"8♣️, 6♣️, 6♥️","4♣️, K♥️, 8♥️",B
"7♠️, 6♦️, Q♥️","6♣️, 7♠️, 4♠️",B
"7♥️, J♠️","Q♠️, Q♣️, 2♥️",P
"10♦️, 6♣️","A♥️, K♣️, 3♠️",P
"4♦️, 4♥️","10♣️, 3♠️",P
"9♦️, Q♠️","3♦️, A♦️",P
"5♦️, 6♣️, J♥️","6♣️, 9♠️",B
"5♣️, 4♦️","Q♦️, 3♦️",P
"3♠️, 8♥️, 6♦️","5♦️, J♣️, 9♠️",P
"4♣️, 6♣️","7♥️, A♦️",B
"K♦️, Q♥️","10♣️, 8♣️",B
"Q♠️, J♠️, 6♥️","3♠️, 3♣️, K♦️",T
"3♠️, K♦️, K♠️","A♥️, K♦️, J♦️",P
"9♣️, Q♣️","A♦️, 5♦️",P
"K♣️, A♠️, A♥️","Q♥️, 4♠️",B
"10♥️, 2♠️","8♦️, J♠️",B
"8♣️, 2♦️, 8♣️","2♥️, 3♥️",P
"2♥️, Q♦️, Q♣️","Q♦️, J♥️, Q♣️",P
"A♣️, 6♠️","Q♥️, 4♦️, 3♣️",T
"J♠️, 5♦️, 9♠️","8♦️, 9♣️",B
"4♣️, J♠️, 8♠️","A♣️, 2♥️",B
"5♠️, 6♣️","7♠️, 2♥️",B
"7♦️, 5♦️, 10♠️","5♥️, 8♥️, Q♠️",B
"Q♠️, 8♦️","4♠️, 9♠️",P
"9♦️, K♣️","9♠️, A♣️",P
"5♦️, 3♠️","A♣️, K♦️",P
"7♦️, Q♦️","6♦️, 6♠️, J♣️",P
"10♥️, J♣️, 10♦️","3♠️, 9♠️, 4♦️",B
"5♠️, 2♦️","A♦️, 7♦️",B
"K♦️, A♣️, Q♣️","2♠️, Q♦️, 7♣️",B
"6♦️, 10♦️","Q♥️, 8♣️",B
"3♦️, A♥️, K♥️","6♣️, Q♣️",B
"K♠️, K♠️, 10♥️","4♥️, 3♥️",B
"J♦️, 10♥️, J♦️","J♥️, J♠️, 3♠️",B
"J♥️, 2♥️","8♥️, Q♣️",B
"3♠️, 5♦️","A♠️, 4♦️",P
"8♠️, 3♣️, 4♣️","2♦️, 2♦️, 4♣️",B
"8♥️, 4♥️, K♥️","7♦️, K♠️",B
"4♣️, 7♠️, A♦️","Q♠️, 7♣️",B
"J♠️, J♦️, 5♠️","6♣️, 10♥️",B
"4♥️, 3♠️","6♠️, 7♣️, 2♠️",P
"10♠️, Q♠️, 8♠️","6♦️, K♠️",P
"2♥️, 2♦️, 9♣️","2♦️, K♠️, K♠️",P
"9♦️, 8♣️","K♣️, 7♦️",T
"6♠️, 7♦️, 7♥️","4♦️, 6♣️, 8♣️",B
"8♥️, 10♥️","5♣️, Q♦️",P
"4♥️, J♠️, 4♠️","4♥️, 10♦️, 9♦️",P
"Q♦️, 8♥️","10♥️, 3♣️",P
"K♦️, 5♦️, J♣️","10♥️, 3♥️, 8♦️",P
"9♥️, 5♦️, 3♣️","9♣️, 6♦️, 7♣️",P
"A♥️, 3♦️, 5♥️","Q♦️, 3♣️, 6♠️",T
"J♥️, J♣️, 7♥️","4♦️, 10♦️, 7♥️",P
"7♦️, J♠️","6♠️, 4♥️, 8♦️",B
"J♦️, 2♠️, 2♣️","5♣️, 7♣️, 9♥️",P
"6♠️, K♠️","7♦️, K♣️",B
"K♠️, 7♣️","4♥️, K♦️, 3♠️",T
"3♠️, 10♣️, 7♣️","Q♦️, K♠️, 8♠️",B
"6♠️, 6♠️, 10♠️","J♠️, 6♦️",B
"8♣️, K♦️","5♦️, A♣️",P
"9♥️, 4♠️, K♣️","4♥️, A♦️",B
"6♥️, 7♦️, 6♣️","K♥️, 7♠️",P
"2♥️, 3♠️","2♦️, 6♦️",B
"10♥️, 3♥️, 7♣️","4♠️, Q♥️, A♠️",B
"Q♠️, 8♣️","5♠️, 5♠️",P
"Q♠️, 8♠️","7♠️, 2♠️",T
"Q♦️, Q♠️, K♦️","8♣️, 3♠️, 4♦️",B
"8♣️, Q♣️","A♠️, 4♣️",P
"9♠️, 7♠️","2♠️, 9♦️, 2♠️",P
"2♦️, 5♥️","6♦️, A♥️",T
"4♠️, Q♠️","5♣️, 4♥️",B
"Q♣️, 3♥️","9♠️, J♣️",B
"2♠️, 8♣️","9♦️, K♦️",B
"A♠️, 7♦️","9♠️, 7♣️",P
"Q♠️, 6♥️","9♦️, K♣️",B
"6♦️, 4♠️","9♥️, Q♣️",B
"10♦️, Q♥️, 9♠️","2♦️, K♥️, 6♣️",P
"10♦️, 3♥️, A♥️","8♦️, 5♣️, 7♠️",P
"8♠️, 2♦️, 7♦️","K♣️, J♦️, 7♣️",T
"6♣️, J♠️","6♦️, J♥️",T
"10♣️, 6♥️","K♦️, 4♥️, J♦️",P
"3♣️, 3♦️","K♣️, 8♠️",B
"10♦️, 10♦️, 9♦️","A♠️, Q♣️, A♥️",P
"2♦️, 9♦️","10♦️, 8♦️",B
"Q♦️, 7♦️","7♠️, 2♦️",B
"5♦️, Q♥️, K♣️","5♦️, J♥️",T
"Q♥️, 8♥️","7♣️, 2♥️",T
"10♦️, K♦️","9♠️, 10♣️",B
"K♦️, 9♣️","5♠️, 9♠️",P
"10♠️, 9♦️","9♠️, A♥️",P
"3♣️, A♥️","6♠️, 2♦️",B
"J♦️, 8♣️","4♥️, A♣️",P
"3♣️, Q♠️","8♦️, J♥️",B
"7♦️, 9♥️","K♠️, 3♦️, 5♠️",B
"2♣️, 2♦️, 3♦️","2♦️, K♣️, 8♦️",P
"2♠️, 3♦️, 10♠️","3♣️, 9♠️, J♠️",P
"Q♥️, 8♦️","J♠️, 8♦️",T
"2♣️, 5♥️","10♦️, 6♣️",P
"7♥️, 4♦️, A♠️","6♦️, 5♦️, 6♣️",B
"J♦️, 5♦️, 4♣️","2♠️, K♠️, K♦️",P
"8♥️, 9♥️","J♦️, K♥️, 4♥️",P
"A♥️, Q♠️, 6♥️","Q♥️, 7♣️",T
"A♠️, 8♥️","10♥️, 2♦️",P
"5♣️, 7♦️, 4♥️","J♠️, 3♥️, K♦️",P
"J♠️, 6♦️","A♣️, J♠️, 10♠️",P
"6♦️, 9♠️, 5♦️","9♥️, 2♥️, Q♠️",B
"3♥️, 3♦️","5♥️, 2♦️",B
"6♣️, 5♣️, 3♠️","Q♠️, 10♥️, 5♠️",B
"5♥️, J♦️, 8♦️","Q♣️, 6♠️",B
"10♥️, 9♠️","Q♥️, 6♠️",P
"8♦️, 2♦️, 2♠️","4♦️, A♠️",B
"5♣️, 8♠️, A♥️","10♠️, J♦️, A♦️",P
"J♦️, 5♦️, 8♥️","6♦️, 6♥️, 6♦️",B
"4♥️, 10♣️, 3♦️","8♠️, 9♦️",T
"6♦️, 9♥️","A♦️, 8♠️",B
"4♥️, 4♦️","3♣️, 3♣️",P
"2♣️, 6♦️","5♠️, 5♦️",P
"3♦️, Q♣️, 7♦️","J♦️, K♠️, 8♣️",B
"J♦️, 6♦️","2♦️, 4♠️",T
"7♣️, A♥️","7♠️, 5♣️",P
"J♥️, 8♥️","8♣️, 2♥️",P
"7♠️, Q♥️","K♥️, K♣️, A♣️",P
"J♣️, 10♣️","8♣️, Q♠️",B
"2♣️, Q♦️, 6♥️","9♥️, 4♣️, 9♦️",P
"10♣️, 7♦️","2♠️, 5♣️",T
"8♠️, 9♣️","7♠️, 2♦️",B
"3♣️, J♥️, A♣️","10♠️, 5♠️",B
"7♦️, 7♠️, A♦️","3♦️, A♥️",P
"2♣️, 7♣️","A♦️, 8♦️",T
"3♥️, 2♥️, Q♦️","A♠️, Q♣️, J♣️",P
"7♠️, K♣️","7♠️, Q♥️",T
"3♦️, 5♠️","5♥️, K♥️",P
"6♦️, 6♥️, 2♠️","K♣️, 6♦️",B
"Q♠️, 2♥️, 8♣️","4♣️, K♦️",B
"7♠️, 7♣️, K♥️","6♣️, J♣️",B
"9♠️, 8♠️","A♥️, Q♠️, K♥️",P
"6♠️, 3♠️","4♣️, 8♣️",P
"3♦️, K♣️, Q♣️","6♦️, 10♠️",B
"K♣️, 2♣️, 6♣️","8♥️, 5♦️, 8♠️",P
"5♦️, 3♦️","9♦️, 3♠️",P
"10♥️, 10♣️, Q♠️","5♥️, A♥️",B
"10♠️, 3♠️","9♣️, J♠️",B
"A♦️, 3♦️, 5♣️","J♠️, 10♦️, K♦️",P
"9♠️, 9♥️","8♥️, A♣️",T
"K♦️, J♥️, 3♣️","K♣️, 3♥️, 7♣️",P
"Q♦️, 3♣️, J♣️","J♠️, J♥️, 8♥️",B
"Q♠️, Q♥️, A♥️","8♠️, 7♣️",B
"3♠️, 5♣️","4♠️, A♦️",P
"10♣️, 8♣️","3♦️, J♥️",P
"10♠️, 10♥️, A♥️","7♥️, 8♦️",B
"J♦️, 4♦️, 10♠️","8♦️, 9♥️",B
"Q♦️, 9♥️","6♥️, 7♣️",P
"K♣️, 2♥️, 6♣️","3♠️, 3♠️, 6♦️",P
